arg1 sensekey,arg1 offset,relation,arg2 sensekey,arg2 offset,arg1 gloss (abbreviated),arg2 gloss (abbreviated)
traverse%2:38:00::,201912159,result,traversal%1:04:01::,100296946,"travel across or pass over; ""The caravan...",travel across
try%2:41:01::,202531625,result,trial%1:04:03::,100794367,"put to the test, as for its quality, or ...","the act of undergoing testing; ""he survi..."
try%2:41:06::,202501278,result,trial%1:04:02::,101195867,put on trial or hear a case and sit as t...,(law) the determination of a person's in...
try%2:37:01::,201798782,result,trial%1:11:00::,107372959,"give pain or trouble to; ""I've been sore...",an annoying or frustrating or catastroph...
approve%2:31:00::,200673983,state,approval%1:12:00::,107500159,judge to be right or commendable; think ...,a feeling of liking something or someone...
despise%2:37:00::,201774799,state,despisal%1:12:00::,107547674,"look down on with disdain; ""He despises ...",a feeling of scornful hatred
disapprove%2:31:00::,200674340,state,disapproval%1:12:00::,107502829,consider bad or wrong,a feeling of disliking something or what...
survive%2:42:02::,202619924,state,survival%1:26:00::,113962166,continue in existence after (an adversit...,a state of surviving; remaining alive
survive%2:42:01::,202618149,state,survival%1:26:00::,113962166,continue to live through hardship or adv...,a state of surviving; remaining alive
survive%2:42:00::,202616713,state,survival%1:26:00::,113962166,"support oneself; ""he could barely exist ...",a state of surviving; remaining alive
canal%2:40:00::,202336015,uses,canal%1:06:00::,102947212,provide (a city) with a canal,long and narrow strip of water made for ...
canalise%2:40:00::,202336015,uses,canal%1:06:00::,102947212,provide (a city) with a canal,long and narrow strip of water made for ...
canalize%2:40:00::,202336015,uses,canal%1:06:00::,102947212,provide (a city) with a canal,long and narrow strip of water made for ...
capitalise%2:40:02::,202330742,uses,capital%1:21:01::,113354420,"supply with capital, as of a business by...",assets available for use in the producti...
coal%2:40:00::,202352704,uses,coal%1:27:00::,114814616,supply with coal,fossil fuel consisting of carbonized veg...
memorialize%2:31:00::,200612042,uses,memorial%1:10:00::,106688522,be or provide a memorial to a person or ...,a recognition of meritorious service
memorialize%2:31:00::,200612042,uses,memorial%1:06:00::,103743902,be or provide a memorial to a person or ...,a structure erected to commemorate perso...
seal%2:35:04::,201269008,uses,seal%1:06:03::,104159545,cover with varnish,a finishing coat applied to exclude mois...
signalize%2:40:00::,202296984,uses,signal%1:10:00::,106791372,"provide with traffic signals; ""signalize...",any nonverbal action or gesture that enc...
absent%2:30:00::,200421535,agent,absentee%1:18:00::,109757653,"go away or leave; ""He absented himself""",one that is absent or not in residence
barge%2:38:01::,201950502,agent,bargee%1:18:00::,110261388,transport by barge on a body of water,someone who operates a barge
confer%2:32:00::,200876665,agent,conferee%1:18:00::,109953965,have a conference in order to talk somet...,a member of a conference
devote%2:32:00::,200887463,agent,devotee%1:18:00::,110077593,"give entirely to a specific person, acti...",an ardent follower and admirer
divorce%2:41:00::,202490634,agent,divorcee%1:18:00::,110020366,get a divorce; formally terminate a marr...,a divorced woman or a woman who is separ...
draw%2:40:01::,202311387,agent,drawee%1:18:00::,110032342,remove (a commodity) from (a supply sour...,the person (or bank) who is expected to ...
emcee%2:41:00::,202592397,agent,emcee%1:18:00::,110299250,act as a master of ceremonies,a person who acts as host at formal occa...
enroll%2:41:00::,202471327,agent,enrollee%1:18:00::,110059162,register formally as a participant or me...,a person who enrolls in (or is enrolled ...
escape%2:38:00::,202074677,agent,escapee%1:18:00::,110062905,"run away from confinement; ""The convicte...",someone who escapes
lease%2:41:01::,202460619,agent,lessee%1:18:00::,110252075,hold under a lease or rental agreement; ...,a tenant who holds a lease
patent%2:40:00::,202239692,agent,patentee%1:18:00::,110405410,"obtain a patent for; ""Should I patent th...",the inventor to whom a patent is issued
referee%2:33:00::,201085237,agent,referee%1:18:00::,110514429,be a referee or umpire in a sports compe...,(sports) the chief official (as in boxin...
referee%2:32:00::,200855794,agent,referee%1:18:01::,110526927,evaluate professionally a colleague's wo...,someone who reads manuscripts and judges...
retire%2:41:02::,202380009,agent,retiree%1:18:00::,110525617,"withdraw from active participation; ""He ...",someone who has retired from active work...
retire%2:41:01::,202379753,agent,retiree%1:18:00::,110525617,go into retirement; stop performing one'...,someone who has retired from active work...
stand%2:35:00::,201546111,agent,standee%1:18:00::,110647745,"be standing; be upright; ""We had to stan...",someone who stands in a place where one ...
test%2:31:06::,200669970,agent,testee%1:18:00::,110703692,"undergo a test; ""She doesn't test well""",someone who is tested (as by an intellig...
mortgage%2:40:00::,202351737,agent,mortgagee%1:18:00::,110331347,put up as security or collateral,"the person who accepts a mortgage; ""the ..."
grant%2:40:05::,202317094,destination,grantee%1:18:00::,110143595,"bestow, especially officially; ""grant a ...",a recipient of a grant
grant%2:40:03::,202262278,destination,grantee%1:18:00::,110143595,give as judged due or on the basis of me...,a recipient of a grant
grant%2:40:02::,202255942,destination,grantee%1:18:00::,110143595,"transfer by deed; ""grant land""",a recipient of a grant
patent%2:41:00::,202445356,destination,patentee%1:18:00::,110405410,grant rights to; grant a patent for,the inventor to whom a patent is issued
promise%2:32:01::,200884317,destination,promisee%1:18:00::,110481929,"promise to undertake or give; ""I promise...",a person to whom a promise is made
promise%2:32:00::,200884011,destination,promisee%1:18:00::,110481929,make a promise or commitment,a person to whom a promise is made
refer%2:38:00::,201952898,destination,referee%1:18:01::,110526927,"send or direct for treatment, informatio...",someone who reads manuscripts and judges...
refer%2:38:00::,201952898,destination,referee%1:18:00::,110514429,"send or direct for treatment, informatio...",(sports) the chief official (as in boxin...
retire%2:41:01::,202379753,destination,retiree%1:18:00::,110525617,go into retirement; stop performing one'...,someone who has retired from active work...
send%2:32:00::,201031256,destination,sendee%1:18:00::,110578656,cause to be directed or transmitted to a...,the intended recipient of a message
tee%2:35:00::,201499692,destination,tee%1:06:00::,104399537,"place on a tee; ""tee golf balls""",a short peg put into the ground to hold ...
tee%2:35:00::,201499692,destination,tee%1:15:00::,108661277,"place on a tee; ""tee golf balls""",the starting place for each hole on a go...
trust%2:40:00::,202349212,destination,trustee%1:18:00::,110732314,"confer a trust upon; ""The messenger was ...",a person (or institution) to whom legal ...
trust%2:40:00::,202349212,destination,trustee%1:18:01::,110516294,"confer a trust upon; ""The messenger was ...",members of a governing board
warrant%2:32:01::,200891936,destination,warrantee%1:18:00::,110768148,"stand behind and guarantee the quality, ...",a customer to whom a warrant or guarante...
guarantee%2:32:01::,200889555,event,guarantee%1:10:01::,106686174,"promise to do or accomplish; ""guarantee ...",an unconditional commitment that somethi...
guarantee%2:32:00::,200890100,event,guarantee%1:10:01::,106686174,"give surety or assume responsibility; ""I...",an unconditional commitment that somethi...
guarantee%2:32:03::,200890590,event,guarantee%1:10:01::,106686174,"make certain of; ""This nest egg will ens...",an unconditional commitment that somethi...
jubilate%2:41:00::,202491262,event,jubilee%1:28:00::,115250312,celebrate a jubilee,a special anniversary (or the celebratio...
pee%2:29:00::,200072012,event,pee%1:22:00::,113533886,"eliminate urine; ""Again, the cat had mad...","informal terms for urination; ""he took a..."
spree%2:34:00::,201182559,event,spree%1:04:00::,100510475,engage without restraint in an activity ...,a brief indulgence of your impulses
confer%2:40:00::,202263346,event,conferee%1:18:01::,109954081,"present; ""The university conferred a deg...",a person on whom something is bestowed; ...
enter%2:38:00::,202016523,by-means-of,entree%1:06:00::,103290771,"to come or go into; ""the boat entered an...",something that provides access (to get i...
guarantee%2:32:00::,200890100,by-means-of,guarantee%1:10:00::,106685456,"give surety or assume responsibility; ""I...",a written assurance that some product or...
decree%2:31:00::,200715868,by-means-of,decree%1:10:00::,106539770,"decide with authority; ""The King decreed...",a legally binding command or decision en...
squeegee%2:35:00::,201392790,by-means-of,squeegee%1:06:00::,104292921,"wipe with a squeegee; ""squeegee the wind...",T-shaped cleaning implement with a rubbe...
address%2:33:00::,201150981,undergoer,addressee%1:18:00::,109769345,direct a question at someone,one to whom something is addressed
address%2:32:03::,200990812,undergoer,addressee%1:18:00::,109769345,put an address on (an envelope),one to whom something is addressed
address%2:32:01::,200990655,undergoer,addressee%1:18:00::,109769345,speak to someone,one to whom something is addressed
address%2:32:02::,200989201,undergoer,addressee%1:18:00::,109769345,"give a speech to; ""The chairman addresse...",one to whom something is addressed
address%2:32:00::,200897564,undergoer,addressee%1:18:00::,109769345,"speak to; ""He addressed the crowd outsid...",one to whom something is addressed
adopt%2:30:00::,200413195,undergoer,adoptee%1:18:00::,109772330,"take into one's family; ""They adopted tw...",someone (such as a child) who has been a...
advise%2:32:00::,200872886,undergoer,advisee%1:18:00::,109774167,"give advice to; ""The teacher counsels tr...",someone who receives advice
appoint%2:41:00::,202475922,undergoer,appointee%1:18:01::,109607630,"assign a duty, responsibility or obligat...",a person who is appointed to a job or po...
appoint%2:41:00::,202475922,undergoer,appointee%1:18:00::,109800964,"assign a duty, responsibility or obligat...",an official who is appointed
appoint%2:41:01::,202396205,undergoer,appointee%1:18:01::,109607630,create and charge with a task or functio...,a person who is appointed to a job or po...
appoint%2:41:01::,202396205,undergoer,appointee%1:18:00::,109800964,create and charge with a task or functio...,an official who is appointed
assign%2:40:00::,202228531,undergoer,assignee%1:18:00::,109815455,transfer one's right to,(law) the party to whom something is ass...
bail%2:40:00::,202293732,undergoer,bailee%1:18:00::,109832978,deliver something in trust to somebody f...,the agent to whom property involved in a...
commit%2:40:00::,202349212,undergoer,committee%1:14:00::,108324514,"confer a trust upon; ""The messenger was ...",a special group delegated to consider so...
consign%2:40:00::,202347637,undergoer,consignee%1:18:00::,109958447,give over to another for care or safekee...,the person to whom merchandise is delive...
contest%2:32:00::,200869596,undergoer,contestee%1:18:00::,109612131,"to make the subject of dispute, contenti...",a winner (of a race or an election etc.)...
debauch%2:41:00::,202579447,undergoer,debauchee%1:18:00::,110257647,corrupt morally or by intemperance or se...,a dissolute person; usually a man who is...
